id,dep_delayed_15min
682,0.2684351
683,0.025992688
684,0.13710915
685,0.2935278
686,0.16847886
687,0.08088884
688,0.38285062
689,0.18956883
690,0.23535128
691,0.14005262
692,0.12202137
693,0.26830593
694,0.1668387
695,0.22085923
696,0.22796737
697,0.309784
698,0.34322625
699,0.17271627
700,0.23825273
701,0.14393654
702,0.13021877
703,0.42649314
704,0.37325427
705,0.12508415
706,0.2866176
707,0.25923368
708,0.21219435
709,0.24512462
710,0.26230308
711,0.19246578
712,0.16250698
713,0.7793976
714,0.21584405
715,0.32184157
716,0.2526419
717,0.14407028
718,0.21219435
719,0.065367624
720,0.2684351
721,0.21750031
722,0.24582548
723,0.065367624
724,0.21750031
725,0.32517514
726,0.21750031
727,0.14005262
728,0.19246578
729,0.045788072
730,0.1550092
731,0.1851761
732,0.22575675
733,0.28319836
734,0.030369598
735,0.20629787
736,0.011575879
737,0.08352372
738,0.1852685
739,0.20815091
740,0.29128024
741,0.261689
742,0.2507349
743,0.013041795
744,0.08652041
745,0.11644678
746,0.23738724
747,0.45597547
748,0.23535128
749,0.15415457
750,0.2684351
751,0.24191755
752,0.1578237
753,0.18500265
754,0.16806038
755,0.04380691
756,0.123775996
757,0.085630395
758,0.42807403
759,0.309784
760,0.08652041
761,0.20235944
762,0.014711836
763,0.16425206
764,0.3665842
765,0.32624796
766,0.07801721
767,0.23535128
768,0.51679456
769,0.13710915
770,0.1851761
771,0.19246578
772,0.13710915
773,0.24365135
774,0.3500967
775,0.15600409
776,0.15022221
777,0.19246578
778,0.21584405
779,0.37325427
780,0.08352372
781,0.23535128
782,0.309784
783,0.22320588
784,0.1420109
785,0.030369598
786,0.4015085
787,0.13368127
788,0.20815091
789,0.064839944
790,0.19100888
791,0.45660225
792,0.115091085
793,0.13239075
794,0.09382531
795,0.6461563
796,0.010352595
797,0.123206235
798,0.08088884
799,0.022167291
800,0.13595064
801,0.08563083
802,0.16448624
803,0.027045222
804,0.21219435
805,0.21750031
806,0.30504754
807,0.010352595
808,0.108101346
809,0.13595064
810,0.10952502
811,0.24484383
812,0.21584405
813,0.24708806
814,0.19246578
815,0.17560592
816,0.1851761
817,0.13710915
818,0.16847886
819,0.28893027
820,0.17396802
821,0.23357189
822,0.18613955
823,0.15757869
824,0.26387414
825,0.010352595
826,0.1600593
827,0.21865766
828,0.06636786
829,0.012129782
830,0.20629787
831,0.22399186
832,0.2684351
833,0.21584405
834,0.16088863
835,0.0654984
836,0.23738724
837,0.23535128
838,0.16415836
839,0.55198
840,0.24582548
841,0.12039692
842,0.20815091
843,0.24512462
844,0.3999035
845,0.030369598
846,0.21557237
847,0.21219435
848,0.06376091
849,0.13710915
850,0.18857129
851,0.1109767
852,0.10121486
853,0.23738724
854,0.065367624
855,0.030369598
856,0.18857129
857,0.23738724
858,0.52435416
859,0.26387414
860,0.28893027
861,0.23535128
862,0.091712326
863,0.30710435
864,0.069571786
865,0.13021877
866,0.119731076
867,0.1578237
868,0.22690831
869,0.06704986
870,0.21219435
871,0.14005262
872,0.011575879
873,0.065367624
874,0.2532454
875,0.12202137
876,0.030369598
877,0.16623591
878,0.29800904
879,0.16415836
880,0.32184157
881,0.065367624
882,0.065367624
883,0.17111845
884,0.18613955
885,0.18500265
886,0.48397735
887,0.065367624
888,0.46817622
889,0.07431302
890,0.24191755
891,0.08652041
892,0.115091085
893,0.13021877
894,0.07181604
895,0.19375119
896,0.06704986
897,0.22143777
898,0.17415032
899,0.6274827
900,0.21750031
901,0.13595064
902,0.18956883
903,0.12956749
904,0.115091085
905,0.19246578
906,0.24863109
907,0.20166905
908,0.08495952
909,0.085630395
910,0.029220695
911,0.1852685
912,0.021483127
913,0.20308742
914,0.07495319
915,0.2858525
916,0.6566674
917,0.18768854
918,0.36433387
919,0.0738338
920,0.064839944
921,0.37169203
922,0.29563704
923,0.3767876
924,0.3181895
925,0.35308236
926,0.06376091
927,0.20180322
928,0.22909498
929,0.55198
930,0.087045565
931,0.21584405
932,0.10216081
933,0.091712326
934,0.46118215
935,0.03306132
936,0.21840656
937,0.065795794
938,0.01584699
939,0.20815091
940,0.22690831
941,0.09008559
942,0.24140385
943,0.4601201
944,0.06776106
945,0.067146495
946,0.21787696
947,0.07511668
948,0.29471365
949,0.20815091
950,0.13710915
951,0.30050007
952,0.24660182
953,0.08352372
954,0.13021877
955,0.26387414
956,0.12232918
957,0.24582548
958,0.53456503
959,0.12718302
960,0.309784
961,0.18149447
962,0.1682509
963,0.10706196
964,0.12956749
965,0.5089584
966,0.3073593
967,0.21219435
968,0.440594
969,0.21584405
970,0.29563704
971,0.2684351
972,0.06376091
973,0.26230308
974,0.22690831
975,0.02590387
976,0.13330145
977,0.12508415
978,0.13021877
979,0.030369598
980,0.23738724
981,0.0317832
982,0.29612875
983,0.13021877
984,0.18087389
985,0.3329102
986,0.0726903
987,0.17255937
988,0.20073003
989,0.13847645
990,0.23738724
991,0.08352372
992,0.17415032
993,0.10853957
994,0.3420517
995,0.24582548
996,0.06636786
997,0.06636786
998,0.23535128
999,0.119731076
1000,0.21750031
1001,0.309784
1002,0.33702856
1003,0.18549162
1004,0.0738338
1005,0.2365749
1006,0.25923368
1007,0.21537
1008,0.20629787
1009,0.34628773
1010,0.20629787
1011,0.20867313
1012,0.21584405
1013,0.025992688
1014,0.13239075
1015,0.18956883
1016,0.13514185
1017,0.22690831
1018,0.10345876
1019,0.25384802
1020,0.351309
1021,0.07427467
1022,0.065367624
1023,0.21557237
1024,0.11700522
1025,0.065367624
1026,0.24723358
1027,0.18936245
1028,0.013041795
1029,0.23738724
1030,0.28893027
1031,0.16415836
1032,0.11587764
1033,0.21391498
1034,0.033628277
1035,0.16838437
1036,0.0455345
1037,0.031171812
1038,0.21584405
1039,0.22690831
1040,0.23357189
1041,0.033628277
1042,0.24906412
1043,0.19774264
1044,0.17241943
1045,0.1852685
1046,0.12806319
1047,0.12718302
1048,0.010352595
1049,0.27044383
1050,0.21645272
1051,0.12025732
1052,0.2427656
1053,0.31016254
1054,0.1851761
1055,0.2866176
1056,0.065367624
1057,0.3096934
1058,0.09008559
1059,0.06651397
1060,0.24191755
1061,0.010352595
1062,0.020084614
1063,0.21840656
1064,0.19246578
1065,0.24725609
1066,0.03258764
1067,0.13330145
1068,0.21750031
1069,0.18936245
1070,0.29471365
1071,0.029263679
1072,0.1258948
1073,0.15757869
1074,0.21649496
1075,0.27157223
1076,0.1776592
1077,0.3181895
1078,0.13330145
1079,0.036384974
1080,0.123775996
1081,0.21584405
1082,0.16448624
1083,0.26620921
1084,0.079700604
1085,0.079002075
1086,0.064839944
1087,0.025649171
1088,0.21584405
1089,0.13330145
1090,0.1099
1091,0.24582548
1092,0.29160178
1093,0.26230308
1094,0.13710915
1095,0.11658192
1096,0.075716645
1097,0.26387414
1098,0.23535128
1099,0.17415032
1100,0.32517514
1101,0.24582548
1102,0.011460399
1103,0.16448624
1104,0.1656207
1105,0.18188332
1106,0.21750031
1107,0.261689
1108,0.31413203
1109,0.18020484
1110,0.2684351
1111,0.19582379
1112,0.21750031
1113,0.20815091
1114,0.4283678
1115,0.104108654
1116,0.21487887
1117,0.21487887
1118,0.25110137
1119,0.17415032
1120,0.3420517
1121,0.33205894
1122,0.10278547
1123,0.23738724
1124,0.12915492
1125,0.1227494
1126,0.17008187
1127,0.14232308
1128,0.18501863
1129,0.32517514
1130,0.14407028
1131,0.17415032
1132,0.3178198
1133,0.20815091
1134,0.23738724
1135,0.19255096
1136,0.07431302
1137,0.16835234
1138,0.12759921
1139,0.21219435
1140,0.13514185
1141,0.25384802
1142,0.012508522
1143,0.036020175
1144,0.5467886
1145,0.10641688
1146,0.13239075
1147,0.070613
1148,0.13791546
1149,0.075716265
1150,0.12110452
1151,0.17441867
1152,0.21487887
1153,0.1637305
1154,0.1851761
1155,0.12718302
1156,0.033941895
1157,0.15618843
1158,0.13330145
1159,0.061202154
1160,0.60041136
1161,0.14062299
1162,0.20815091
1163,0.37698665
1164,0.23738724
1165,0.16384172
1166,0.115091085
1167,0.17415032
1168,0.067146495
1169,0.24725609
1170,0.19491883
1171,0.35308236
1172,0.45597547
1173,0.21537
1174,0.32214248
1175,0.5047635
1176,0.0738338
1177,0.03379599
1178,0.3420517
1179,0.21584405
1180,0.24906412
1181,0.13330145
1182,0.29471365
1183,0.18002918
1184,0.27157223
1185,0.14096965
1186,0.2507349
1187,0.08563083
1188,0.14407028
1189,0.42189485
1190,0.08575134
1191,0.0654984
1192,0.065367624
1193,0.309784
1194,0.20629787
1195,0.2547374
1196,0.13223903
1197,0.2447681
1198,0.23738724
1199,0.49459925
1200,0.46118215
1201,0.25923368
1202,0.25217697
1203,0.21584405
1204,0.26230308
1205,0.21750031
1206,0.34556612
1207,0.13710915
1208,0.13459025
1209,0.16425206
1210,0.21557237
1211,0.0738338
1212,0.065367624
1213,0.3658976
1214,0.18956883
1215,0.14407028
1216,0.20932376
1217,0.13239075
1218,0.067146495
1219,0.032290783
1220,0.34248415
1221,0.24863109
1222,0.30050007
1223,0.23738724
1224,0.011575879
1225,0.29800904
1226,0.15757869
1227,0.033628277
1228,0.18205312
1229,0.10550707
1230,0.20629787
1231,0.070613
1232,0.3181895
1233,0.010352595
1234,0.22399186
1235,0.16779721
1236,0.02590387
1237,0.2684351
1238,0.46927562
1239,0.11862317
1240,0.09008559
1241,0.08820387
1242,0.07698138
1243,0.012586732
1244,0.27291924
1245,0.20629787
1246,0.18936245
1247,0.010352595
1248,0.13217671
1249,0.4653552
1250,0.25923368
1251,0.20815091
1252,0.13086756
1253,0.16031015
1254,0.14407028
1255,0.030095756
1256,0.08477657
1257,0.13021877
1258,0.3692659
1259,0.03226634
1260,0.34532362
1261,0.06376091
1262,0.14096965
1263,0.24142608
1264,0.24582548
1265,0.33596277
1266,0.075716265
1267,0.29471365
1268,0.025992688
1269,0.309784
1270,0.31419224
1271,0.13710915
1272,0.2427656
1273,0.35308236
1274,0.2684351
1275,0.29471365
1276,0.08352372
1277,0.13021877
1278,0.10725708
1279,0.2684351
1280,0.036465164
1281,0.15781015
1282,0.13330145
1283,0.23535128
1284,0.11700522
1285,0.83214235
1286,0.26123938
1287,0.10159301
1288,0.065367624
1289,0.19246578
1290,0.18801814
1291,0.24484383
1292,0.13330145
1293,0.02590387
1294,0.1258948
1295,0.20813082
1296,0.13710915
1297,0.12202137
1298,0.34322625
1299,0.15757869
1300,0.35308236
1301,0.33971718
1302,0.025992688
1303,0.29800904
1304,0.065367624
1305,0.28708163
1306,0.10216081
1307,0.16415836
1308,0.24723358
1309,0.14096965
1310,0.13710915
1311,0.3665842
1312,0.2858525
1313,0.21584405
1314,0.21557237
1315,0.21537
1316,0.20815091
1317,0.13330145
1318,0.065367624
1319,0.13021877
1320,0.13330145
1321,0.17415032
1322,0.10729859
1323,0.19246578
1324,0.103097096
1325,0.10706251
1326,0.2893232
1327,0.18205312
1328,0.111225314
1329,0.046744376
1330,0.06651397
1331,0.17441867
1332,0.30050007
1333,0.03776009
1334,0.08878468
1335,0.1852685
1336,0.20629787
1337,0.18801814
1338,0.20418891
1339,0.21219435
1340,0.13710915
1341,0.14393654
1342,0.07495319
1343,0.01584699
1344,0.098526224
1345,0.23984556
1346,0.030786725
1347,0.05166442
1348,0.15022221
1349,0.075716265
1350,0.25923368
1351,0.10345876
1352,0.09008559
1353,0.011460399
1354,0.21219435
1355,0.13710915
1356,0.07495319
1357,0.13021877
1358,0.21219435
1359,0.15409108
1360,0.18956883
1361,0.17423311
1362,0.33702856
1363,0.20815091
1364,0.1264395
1365,0.18500265
1366,0.32184157
1367,0.06360357
1368,0.014098952
1369,0.29471365
1370,0.13223903
1371,0.26387414
1372,0.013777244
1373,0.25923368
1374,0.24191755
1375,0.19246578
1376,0.036384974
1377,0.28091425
1378,0.07495319
1379,0.011575879
1380,0.26685175
1381,0.21584405
1382,0.21219435
1383,0.21645272
1384,0.26230308
1385,0.13021877
1386,0.23535128
1387,0.10706251
1388,0.20815091
1389,0.26123938
1390,0.24582548
1391,0.08495952
1392,0.025992688
1393,0.20629787
1394,0.47249642
1395,0.18613955
1396,0.19514441
1397,0.031171812
1398,0.046744376
1399,0.18712413
1400,0.011460399
1401,0.48397735
1402,0.17415032
1403,0.09837175
1404,0.012129782
1405,0.24276431
1406,0.21584405
1407,0.032621495
1408,0.012586732
1409,0.1851761
1410,0.21219435
1411,0.16806038
1412,0.3046819
1413,0.17415032
1414,0.27011874
1415,0.5381817
1416,0.29549083
1417,0.37035915
1418,0.11764814
1419,0.12232918
1420,0.24582548
1421,0.32949513
1422,0.3658976
1423,0.20094357
1424,0.15957281
1425,0.21750031
1426,0.06776106
1427,0.22690831
1428,0.10413804
1429,0.20629787
1430,0.13710915
1431,0.13021877
1432,0.2684351
1433,0.23535128
1434,0.15600409
1435,0.34322625
1436,0.08878468
1437,0.11253403
1438,0.16892254
1439,0.14232308
1440,0.1600593
1441,0.13791546
1442,0.17441867
1443,0.031126117
1444,0.085102126
1445,0.32184157
1446,0.08878468
1447,0.111225314
1448,0.32184157
1449,0.46118215
1450,0.07651186
1451,0.29471365
1452,0.26387414
1453,0.17415032
1454,0.10545431
1455,0.18087389
1456,0.52075446
1457,0.21527739
1458,0.24902847
1459,0.25503054
1460,0.25217697
1461,0.10725708
1462,0.31419224
1463,0.26830593
1464,0.06293718
1465,0.115091085
1466,0.08352372
1467,0.09802874
1468,0.24660182
1469,0.20815091
1470,0.19100888
1471,0.0659145
1472,0.059960216
1473,0.03226634
1474,0.046800673
1475,0.34628773
1476,0.26830593
1477,0.1305107
1478,0.13239075
1479,0.14407028
1480,0.24484383
1481,0.21391498
1482,0.15411253
1483,0.23535128
1484,0.6252013
1485,0.26123938
1486,0.030954497
1487,0.11658192
1488,0.14367051
1489,0.18500265
1490,0.15022221
1491,0.11700522
1492,0.115091085
1493,0.3589527
1494,0.34628773
1495,0.25131404
1496,0.23155874
1497,0.25923368
1498,0.17255937
1499,0.15022221
1500,0.29800904
1501,0.26620921
1502,0.29128024
1503,0.21219435
1504,0.18613955
1505,0.17415032
1506,0.36206067
1507,0.079700604
1508,0.02590387
1509,0.06776106
1510,0.10925467
1511,0.0455345
1512,0.17232253
1513,0.3500967
1514,0.11716642
1515,0.2427656
1516,0.261689
1517,0.06776106
1518,0.15022221
1519,0.23357189
1520,0.09008559
1521,0.21584405
1522,0.031171812
1523,0.17877004
1524,0.06335788
1525,0.37325427
1526,0.107712574
1527,0.18087389
1528,0.19246578
1529,0.29407576
1530,0.25503054
1531,0.06636786
1532,0.13330145
1533,0.5381817
1534,0.12697616
1535,0.13021877
1536,0.12039692
1537,0.24582548
1538,0.030831939
1539,0.33702856
1540,0.30614132
1541,0.13368127
1542,0.119731076
1543,0.029573947
1544,0.011712753
1545,0.21840656
1546,0.11700522
1547,0.21584405
1548,0.3096934
1549,0.1578237
1550,0.15022221
1551,0.15022221
1552,0.32517514
1553,0.12025732
1554,0.075716645
1555,0.19246578
1556,0.16031015
1557,0.2684351
1558,0.455
1559,0.21584405
1560,0.47450173
1561,0.2866176
1562,0.18087389
1563,0.06776106
1564,0.26896957
1565,0.32421017
1566,0.21219435
1567,0.20629787
1568,0.12806319
1569,0.25923368
1570,0.18087389
1571,0.08652041
1572,0.23738724
1573,0.2658095
1574,0.3948174
1575,0.18087389
1576,0.10545431
1577,0.28587782
1578,0.2684351
1579,0.16415836
1580,0.23535128
1581,0.23738724
1582,0.26230308
1583,0.1119179
1584,0.18087389
1585,0.8490823
1586,0.030369598
1587,0.24863109
1588,0.14393654
1589,0.2053979
1590,0.24140385
1591,0.30368918
1592,0.22690831
1593,0.21219435
1594,0.31564087
1595,0.60373056
1596,0.15671992
1597,0.08352372
1598,0.16415836
1599,0.091712326
1600,0.010352595
1601,0.30368918
1602,0.16425206
1603,0.28620642
1604,0.261689
1605,0.20094357
1606,0.28091425
1607,0.03253752
1608,0.1119179
1609,0.34772244
1610,0.20629787
1611,0.06636786
1612,0.2745647
1613,0.17441867
1614,0.1600593
1615,0.24142608
1616,0.014711836
1617,0.114874646
1618,0.030051589
1619,0.16835234
1620,0.065367624
1621,0.2684351
1622,0.25923368
1623,0.11593012
1624,0.37248936
1625,0.29160178
1626,0.4731719
1627,0.13710915
1628,0.31305972
1629,0.010352595
1630,0.13021877
1631,0.2978568
1632,0.08563083
1633,0.13021877
1634,0.21750031
1635,0.18149447
1636,0.3187656
1637,0.21750031
1638,0.2427656
1639,0.21584405
1640,0.16835234
1641,0.18311816
1642,0.3665842
1643,0.23535128
1644,0.28106973
1645,0.21699694
1646,0.036020175
1647,0.31413203
1648,0.123775996
1649,0.13203299
1650,0.21750031
1651,0.3046819
1652,0.27157223
1653,0.23535128
1654,0.29471365
1655,0.027045222
1656,0.011081123
1657,0.14096965
1658,0.13021877
1659,0.42468756
1660,0.22126986
1661,0.2684351
1662,0.21219435
1663,0.12718302
1664,0.24582548
1665,0.3658976
1666,0.29128024
